DocFormGridColID	DocForm	ColID	DocType	Name	AliasName	Field	LineNum	VisNum	ShowColumn	HeaderCssClass	Editor	DataType	FieldCssClass	Width	ObjectType	CreatedByAppUserId	CreatedOn
	INVNTRY	IN_ItemCode	I	ItemCode	ITEMCODE	ItemCode	21	21	Y	text-center				100		1	01/01/2001
	INVNTRY	IN_Dscription	I	Dscription	ITEM NAME	Dscription	22	22	Y	text-left				100		1	01/01/2001
	INVNTRY	IN_Dscription2	I	Dscription2	DSCRIPTION2	Dscription2	23	23	N	text-left				100		1	01/01/2001
	INVNTRY	IN_WhsCode	I	WhsCode	WHSCODE	WhsCode	24	24	Y	text-center				100		1	01/01/2001
	INVNTRY	IN_Quantity	I	Quantity	QUANTITY	Quantity	25	25	Y	text-center				100		1	01/01/2001
	INVNTRY	IN_OpenQty	I	OpenQty	OPENQTY	OpenQty	26	26	N	text-center				100		1	01/01/2001
	INVNTRY	IN_QtyPerPacUOM	I	QtyPerPacUOM	QTYPERPACUOM	QtyPerPacUOM	27	27	N	text-center				100		1	01/01/2001
	INVNTRY	IN_BaseQty	I	BaseQty	BASEQTY	BaseQty	28	28	N	text-center				100		1	01/01/2001
	INVNTRY	IN_BaseOpenQty	I	BaseOpenQty	BASEOPENQTY	BaseOpenQty	29	29	N	text-center				100		1	01/01/2001
	INVNTRY	IN_QtyToShip	I	QtyToShip	QTYTOSHIP	QtyToShip	30	30	N	text-center				100		1	01/01/2001
	INVNTRY	IN_DeliveredQty	I	DeliveredQty	DELIVEREDQTY	DeliveredQty	31	31	N	text-center				100		1	01/01/2001
	INVNTRY	IN_OrderedQty	I	OrderedQty	ORDEREDQTY	OrderedQty	32	32	N	text-center				100		1	01/01/2001
	INVNTRY	IN_NumPerMsr	I	NumPerMsr	QTY/UOM	NumPerMsr	33	33	Y	text-center				100		1	01/01/2001
	INVNTRY	IN_ShipDate	I	ShipDate	SHIPDATE	ShipDate	34	34	N	text-center				100		1	01/01/2001
	INVNTRY	IN_ShipToCode	I	ShipToCode	SHIPTOCODE	ShipToCode	35	35	N	text-center				100		1	01/01/2001
	INVNTRY	IN_ShipToDesc	I	ShipToDesc	SHIPTODESC	ShipToDesc	36	36	N	text-center				100		1	01/01/2001
	INVNTRY	IN_UOM	I	UOM	UOM	UOM	37	37	Y	text-center				100		1	01/01/2001
	INVNTRY	IN_TotalInvntryQty	I	TotalInvntryQty	TOTALINVNTRYQTY	TotalInvntryQty	38	38	N	text-center				100		1	01/01/2001
	INVNTRY	IN_StockPrice	I	StockPrice	STOCKPRICE	StockPrice	39	39	N	text-center				100		1	01/01/2001
	INVNTRY	IN_StockValue	I	StockValue	STOCKVALUE	StockValue	40	40	N	text-center				100		1	01/01/2001
	INVNTRY	IN_INMPRice	I	INMPRice	INMPRICE	INMPRice	41	41	N	text-center				100		1	01/01/2001
	INVNTRY	IN_PickQty	I	PickQty	PICKQTY	PickQty	42	42	N	text-center				100		1	01/01/2001
	INVNTRY	IN_PickStatus	I	PickStatus	PICKSTATUS	PickStatus	43	43	N	text-center				100		1	01/01/2001
	INVNTRY	IN_InvntryUOM	I	InvntryUOM	INVNTRYUOM	InvntryUOM	44	44	N	text-center				100		1	01/01/2001
	INVNTRY	IN_ItemCost	I	ItemCost	ITEMCOST	ItemCost	45	45	Y	text-center				100		1	01/01/2001
	INVNTRY	IN_Price	I	Price	UNIT PRICE	Price	46	46	Y	text-center				100		1	01/01/2001
	INVNTRY	IN_PriceAfVat	I	PriceAfVat	PRICEAFVAT	PriceAfVat	47	47	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Discount	I	Discount	DISCOUNT	Discount	48	48	N	text-center				100		1	01/01/2001
	INVNTRY	IN_DiscountAmt	I	DiscountAmt	DISCOUNTAMT	DiscountAmt	49	49	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Discount2	I	Discount2	DISCOUNT2	Discount2	50	50	N	text-center				100		1	01/01/2001
	INVNTRY	IN_DiscountAmt2	I	DiscountAmt2	DISCOUNTAMT2	DiscountAmt2	51	51	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Discount3	I	Discount3	DISCOUNT3	Discount3	52	52	N	text-center				100		1	01/01/2001
	INVNTRY	IN_DiscountAmt3	I	DiscountAmt3	DISCOUNTAMT3	DiscountAmt3	53	53	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Discount4	I	Discount4	DISCOUNT4	Discount4	54	54	N	text-center				100		1	01/01/2001
	INVNTRY	IN_DiscountAmt4	I	DiscountAmt4	DISCOUNTAMT4	DiscountAmt4	55	55	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Discount5	I	Discount5	DISCOUNT5	Discount5	56	56	N	text-center				100		1	01/01/2001
	INVNTRY	IN_DiscountAmt5	I	DiscountAmt5	DISCOUNTAMT5	DiscountAmt5	57	57	N	text-center				100		1	01/01/2001
	INVNTRY	IN_PriceBeforeDscnt	I	PriceBeforeDscnt	PRICEBEFOREDSCNT	PriceBeforeDscnt	58	58	N	text-center				100		1	01/01/2001
	INVNTRY	IN_VatGroup	I	VatGroup	VATGROUP	VatGroup	59	59	N	text-center				100		1	01/01/2001
	INVNTRY	IN_VatPercent	I	VatPercent	VATPERCENT	VatPercent	60	60	N	text-center				100		1	01/01/2001
	INVNTRY	IN_VatSum	I	VatSum	VATSUM	VatSum	61	61	N	text-center				100		1	01/01/2001
	INVNTRY	IN_VatSumSys	I	VatSumSys	VATSUMSYS	VatSumSys	62	62	N	text-center				100		1	01/01/2001
	INVNTRY	IN_VatSumFC	I	VatSumFC	VATSUMFC	VatSumFC	63	63	N	text-center				100		1	01/01/2001
	INVNTRY	IN_FinacialPeriodID	I	FinacialPeriodID	FINACIALPERIODID	FinacialPeriodID	64	64	N	text-center				100		1	01/01/2001
	INVNTRY	IN_AcctCode	I	AcctCode	G/L ACCOUNT	AcctCode	65	65	Y	text-center				100		1	01/01/2001
	INVNTRY	IN_AcctName	I	AcctName	G/L ACCOUNT NAME	AcctName	65	65	Y	text-left				150		1	01/01/2001
	INVNTRY	IN_COGSAcct	I	COGSAcct	COGSACCT	COGSAcct	66	66	N	text-center				100		1	01/01/2001
	INVNTRY	IN_LineTotal	I	LineTotal	LINE TOTAL	LineTotal	67	67	Y	text-center				100		1	01/01/2001
	INVNTRY	IN_LineTotalFC	I	LineTotalFC	LINETOTALFC	LineTotalFC	68	68	N	text-center				100		1	01/01/2001
	INVNTRY	IN_LineTotalSC	I	LineTotalSC	LINETOTALSC	LineTotalSC	69	69	N	text-center				100		1	01/01/2001
	INVNTRY	IN_LineVatSum	I	LineVatSum	LINEVATSUM	LineVatSum	70	70	N	text-center				100		1	01/01/2001
	INVNTRY	IN_LinVatSys	I	LinVatSys	LINVATSYS	LinVatSys	71	71	N	text-center				100		1	01/01/2001
	INVNTRY	IN_LineVatFC	I	LineVatFC	LINEVATFC	LineVatFC	72	72	N	text-center				100		1	01/01/2001
	INVNTRY	IN_OpenSum	I	OpenSum	OPENSUM	OpenSum	73	73	N	text-center				100		1	01/01/2001
	INVNTRY	IN_OpenSumFC	I	OpenSumFC	OPENSUMFC	OpenSumFC	74	74	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Factor1	I	Factor1	FACTOR1	Factor1	75	75	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Factor2	I	Factor2	FACTOR2	Factor2	76	76	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Factor3	I	Factor3	FACTOR3	Factor3	77	77	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Factor4	I	Factor4	FACTOR4	Factor4	78	78	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Length1	I	Length1	LENGTH1	Length1	79	79	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Len1Unit	I	Len1Unit	LEN1UNIT	Len1Unit	80	80	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Width1	I	Width1	WIDTH1	Width1	81	81	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Width1Unit	I	Width1Unit	WIDTH1UNIT	Width1Unit	82	82	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Height1	I	Height1	HEIGHT1	Height1	83	83	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Height1Unit	I	Height1Unit	HEIGHT1UNIT	Height1Unit	84	84	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Length2	I	Length2	LENGTH2	Length2	85	85	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Len2Unit	I	Len2Unit	LEN2UNIT	Len2Unit	86	86	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Width2	I	Width2	WIDTH2	Width2	87	87	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Width2Unit	I	Width2Unit	WIDTH2UNIT	Width2Unit	88	88	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Height2	I	Height2	HEIGHT2	Height2	89	89	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Height2Unit	I	Height2Unit	HEIGHT2UNIT	Height2Unit	90	90	N	text-center				100		1	01/01/2001
	INVNTRY	IN_Volume	I	Volume	VOLUME	Volume	91	91	N	text-center				100		1	01/01/2001
	INVNTRY	IN_VolUnit	I	VolUnit	VOLUNIT	VolUnit	92	92	N	text-center				100		1	01/01/2001
	INVNTRY	IN_ProjectCode	I	ProjectCode	PROJECTCODE	ProjectCode	93	93	N	text-center				100		1	01/01/2001
	INVNTRY	IN_OcrCode	I	OcrCode	OCRCODE	OcrCode	94	94	N	text-center				100		1	01/01/2001
	INVNTRY	IN_OcrCode2	I	OcrCode2	OCRCODE2	OcrCode2	95	95	N	text-center				100		1	01/01/2001
	INVNTRY	IN_OcrCode3	I	OcrCode3	OCRCODE3	OcrCode3	96	96	N	text-center				100		1	01/01/2001
	INVNTRY	IN_OcrCode4	I	OcrCode4	OCRCODE4	OcrCode4	97	97	N	text-center				100		1	01/01/2001
	INVNTRY	IN_OcrCode5	I	OcrCode5	OCRCODE5	OcrCode5	98	98	N	text-center				100		1	01/01/2001
	INVNTRY	IN_GTotal	I	GTotal	GROSS TOTAL	GTotal	99	99	N	text-center				100		1	01/01/2001
	INVNTRY	IN_GTotalFC	I	GTotalFC	GTOTALFC	GTotalFC	100	100	N	text-center				100		1	01/01/2001
	INVNTRY	IN_GrossProfit	I	GrossProfit	GROSSPROFIT	GrossProfit	101	101	N	text-center				100		1	01/01/2001
	INVNTRY	IN_GrossProfitFC	I	GrossProfitFC	GROSSPROFITFC	GrossProfitFC	102	102	N	text-center				100		1	01/01/2001
	JEN	J_LineID	I	LineID	#	LineID	1	1	Y	text-center				20		1	01/01/2001
	JEN	J_ObjType	I	ObjType	OBJTYPE	ObjType	2	2	N	text-center				100		1	01/01/2001
	JEN	J_BaseEntry	I	BaseEntry	BASEENTRY	BaseEntry	3	3	N	text-center				100		1	01/01/2001
	JEN	J_BaseNum	I	BaseNum	BASENUM	BaseNum	4	4	N	text-center				100		1	01/01/2001
	JEN	J_BaseType	I	BaseType	BASETYPE	BaseType	5	5	N	text-center				100		1	01/01/2001
	JEN	J_TargetEntry	I	TargetEntry	TARGETENTRY	TargetEntry	6	6	N	text-center				100		1	01/01/2001
	JEN	J_TargetNum	I	TargetNum	TARGETNUM	TargetNum	7	7	N	text-center				100		1	01/01/2001
	JEN	J_TargetType	I	TargetType	TARGETTYPE	TargetType	8	8	N	text-center				100		1	01/01/2001
	JEN	J_TransType	I	TransType	TRANSTYPE	TransType	9	9	N	text-center				100		1	01/01/2001
	JEN	J_VisID	I	VisID	VISID	VisID	10	10	N	text-center				100		1	01/01/2001
	JEN	J_ShortName	I	ShortName	GL ACCT/CARD CODE	ShortName	11	11	Y	text-left				150		1	01/01/2001
	JEN	J_GLAcctName	I	GLAcctName	GL ACCT/CARD NAME	GLAcctName	12	12	Y	text-left				200		1	01/01/2001
	JEN	J_Debit	I	Debit	DEBIT	Debit	13	13	Y	text-center				100		1	01/01/2001
	JEN	J_Credit	I	Credit	CREDIT	Credit	14	14	Y	text-center				100		1	01/01/2001
	JEN	J_DebitSC	I	DebitSC	DEBITSC	DebitSC	15	15	N	text-center				100		1	01/01/2001
	JEN	J_CreditSC	I	CreditSC	CREDITSC	CreditSC	16	16	N	text-center				100		1	01/01/2001
	JEN	J_DebitFC	I	DebitFC	DEBITFC	DebitFC	17	17	N	text-center				100		1	01/01/2001
	JEN	J_CreditFC	I	CreditFC	CREDITFC	CreditFC	18	18	N	text-center				100		1	01/01/2001
	JEN	J_GLAcctCode	I	GLAcctCode	CONTROL  ACCOUNT	GLAcctCode	19	19	Y	text-center				150		1	01/01/2001
	JEN	J_ContraAccount	I	ContraAccount	CONTRAACCOUNT	ContraAccount	20	20	N	text-center				100		1	01/01/2001
	JEN	J_DebitCredit	I	DebitCredit	DEBITCREDIT	DebitCredit	21	21	N	text-center				100		1	01/01/2001
	JEN	J_BaseAmt	I	BaseAmt	BASE AMT.	BaseAmt	22	22	Y	text-center				100		1	01/01/2001
	JEN	J_VatGroup	I	VatGroup	TAX GROUP	VatGroup	23	23	Y	text-center				100		1	01/01/2001
	JEN	J_VatAmt	I	VatAmt	VAT AMT.	VatAmt	24	24	Y	text-center				100		1	01/01/2001
	JEN	J_RefDate	I	RefDate	DATE	RefDate	25	25	Y	text-center				100		1	01/01/2001
	JEN	J_RefDate2	I	RefDate2	REFDATE2	RefDate2	26	26	N	text-center				100		1	01/01/2001
	JEN	J_RefDate3	I	RefDate3	REFDATE3	RefDate3	27	27	N	text-center				100		1	01/01/2001
	JEN	J_Ref1	I	Ref1	REF1	Ref1	28	28	Y	text-center				100		1	01/01/2001
	JEN	J_Ref2	I	Ref2	REF2	Ref2	29	29	N	text-center				100		1	01/01/2001
	JEN	J_Ref3	I	Ref3	REF3	Ref3	30	30	N	text-center				100		1	01/01/2001
	JEN	J_Project	I	Project	PROJECT	Project	31	31	Y	text-center				100		1	01/01/2001
	JEN	J_OcrCode	I	OcrCode	COST CENTER	OcrCode	32	32	Y	text-center				100		1	01/01/2001
	JEN	J_OcrCode2	I	OcrCode2	OCRCODE2	OcrCode2	33	33	N	text-center				100		1	01/01/2001
	JEN	J_OcrCode3	I	OcrCode3	OCRCODE3	OcrCode3	34	34	N	text-center				100		1	01/01/2001
	JEN	J_OcrCode4	I	OcrCode4	OCRCODE4	OcrCode4	35	35	N	text-center				100		1	01/01/2001
	JEN	J_OcrCode5	I	OcrCode5	OCRCODE5	OcrCode5	36	36	N	text-center				100		1	01/01/2001
	JEN	J_LineRemarks	I	LineRemarks	REMARKS	LineRemarks	37	37	Y	text-center				250		1	01/01/2001
	JEN	J_VersionNo	I	VersionNo	VERSIONNO	VersionNo	38	38	N	text-center				100		1	01/01/2001
	JEN	J_Datasource	I	Datasource	DATASOURCE	Datasource	39	39	N	text-center				100		1	01/01/2001
	JEN	J_LogIntance	I	LogIntance	LOGINTANCE	LogIntance	40	40	N	text-center				100		1	01/01/2001
	PYT	PYL_DocLine	I	DocLine	#	DocLine	1	1	Y	text-center				20		1	01/01/2001
	PYT	PYL_Selected	I	Selected	SELECT	Selected	2	2	N	text-center				50		1	01/01/2001
	PYT	PYL_PaymentID	I	PaymentID	PAYMENTID	PaymentID	3	3	N	text-center				100		1	01/01/2001
	PYT	PYL_InvType	I	InvType	DOC. TYPE	InvType	4	4	Y	text-center				100		1	01/01/2001
	PYT	PYL_InstId	I	InstId	INSTALLMENT	InstId	5	5	Y	text-center				120		1	01/01/2001
	PYT	PYL_DocID	I	DocID	DOCID	DocID	6	6	N	text-center				100		1	01/01/2001
	PYT	PYL_DocNum	I	DocNum	DOC#	DocNum	7	7	Y	text-center				100		1	01/01/2001
	PYT	PYL_DocDate	I	DocDate	DOC. DATE	DocDate	8	8	Y	text-center				100		1	01/01/2001
	PYT	PYL_DocDueDate	I	DocDueDate	DUE DATE	DocDueDate	9	9	Y	text-center				100		1	01/01/2001
	PYT	PYL_VatDate	I	VatDate	VATDATE	VatDate	10	10	N	text-center				100		1	01/01/2001
	PYT	PYL_TaxDate	I	TaxDate	TAXDATE	TaxDate	11	11	N	text-center				100		1	01/01/2001
	PYT	PYL_DaysOverdue	I	DaysOverdue	OVERDUE(DAYS)	DaysOverdue	12	12	Y	text-center				120		1	01/01/2001
	PYT	PYL_DocTotal	I	DocTotal	TOTAL	DocTotal	13	13	Y	text-center				100		1	01/01/2001
	PYT	PYL_Dscount	I	Dscount	% DISCOUNT	Dscount	14	14	Y	text-center				100		1	01/01/2001
	PYT	PYL_SumApplied	I	SumApplied	TOTAL PAYMENT	SumApplied	15	15	Y	text-center				110		1	01/01/2001
	PYT	PYL_BalanceDue	I	BalanceDue	AMT. DUE	BalanceDue	16	16	Y	text-center				100		1	01/01/2001
	PYT	PYL_Remarks	I	Remarks	REMARKS	Remarks	17	17	Y	text-center				300		1	01/01/2001
	PYT	PYL_AppliedFC	I	AppliedFC	APPLIEDFC	AppliedFC	18	18	N	text-center				100		1	01/01/2001
	PYT	PYL_AppliedSys	I	AppliedSys	APPLIEDSYS	AppliedSys	19	19	N	text-center				100		1	01/01/2001
	PYT	PYL_DocRate	I	DocRate	DOCRATE	DocRate	20	20	N	text-center				100		1	01/01/2001
	PYT	PYL_Flags	I	Flags	FLAGS	Flags	21	21	N	text-center				100		1	01/01/2001
	PYT	PYL_IntrsStat	I	IntrsStat	INTRSSTAT	IntrsStat	22	22	N	text-center				100		1	01/01/2001
	PYT	PYL_VatApplied	I	VatApplied	VATAPPLIED	VatApplied	23	23	N	text-center				100		1	01/01/2001
	PYT	PYL_VatAppldFC	I	VatAppldFC	VATAPPLDFC	VatAppldFC	24	24	N	text-center				100		1	01/01/2001
	PYT	PYL_VatAppldSy	I	VatAppldSy	VATAPPLDSY	VatAppldSy	25	25	N	text-center				100		1	01/01/2001
	PYT	PYL_SelfInv	I	SelfInv	SELFINV	SelfInv	26	26	N	text-center				100		1	01/01/2001
	PYT	PYL_ObjType	I	ObjType	OBJTYPE	ObjType	27	27	N	text-center				100		1	01/01/2001
	PYT	PYL_DscntSum	I	DscntSum	DSCNTSUM	DscntSum	28	28	N	text-center				100		1	01/01/2001
	PYT	PYL_DscntSumFC	I	DscntSumFC	DSCNTSUMFC	DscntSumFC	29	29	N	text-center				100		1	01/01/2001
	PYT	PYL_DscntSumSy	I	DscntSumSy	DSCNTSUMSY	DscntSumSy	30	30	N	text-center				100		1	01/01/2001
	PYT	PYL_BfDcntSum	I	BfDcntSum	BFDCNTSUM	BfDcntSum	31	31	N	text-center				100		1	01/01/2001
	PYT	PYL_BfDcntSumF	I	BfDcntSumF	BFDCNTSUMF	BfDcntSumF	32	32	N	text-center				100		1	01/01/2001
	PYT	PYL_BfDcntSumS	I	BfDcntSumS	BFDCNTSUMS	BfDcntSumS	33	33	N	text-center				100		1	01/01/2001
	PYT	PYL_BfNetDcnt	I	BfNetDcnt	BFNETDCNT	BfNetDcnt	34	34	N	text-center				100		1	01/01/2001
	PYT	PYL_BfNetDcntF	I	BfNetDcntF	BFNETDCNTF	BfNetDcntF	35	35	N	text-center				100		1	01/01/2001
	PYT	PYL_BfNetDcntS	I	BfNetDcntS	BFNETDCNTS	BfNetDcntS	36	36	N	text-center				100		1	01/01/2001
	PYT	PYL_PaidSum	I	PaidSum	PAID AMT.	PaidSum	37	37	N	text-center				100		1	01/01/2001
	PYT	PYL_ExpAppld	I	ExpAppld	EXPAPPLD	ExpAppld	38	38	N	text-center				100		1	01/01/2001
	PYT	PYL_ExpAppldFC	I	ExpAppldFC	EXPAPPLDFC	ExpAppldFC	39	39	N	text-center				100		1	01/01/2001
	PYT	PYL_ExpAppldSC	I	ExpAppldSC	EXPAPPLDSC	ExpAppldSC	40	40	N	text-center				100		1	01/01/2001
	PYT	PYL_Rounddiff	I	Rounddiff	ROUNDDIFF	Rounddiff	41	41	N	text-center				100		1	01/01/2001
	PYT	PYL_RounddifFc	I	RounddifFc	ROUNDDIFFC	RounddifFc	42	42	N	text-center				100		1	01/01/2001
	PYT	PYL_RounddifSc	I	RounddifSc	ROUNDDIFSC	RounddifSc	43	43	N	text-center				100		1	01/01/2001
	PYT	PYL_WtAppld	I	WtAppld	WTAPPLD	WtAppld	44	44	N	text-center				100		1	01/01/2001
	PYT	PYL_WtAppldFC	I	WtAppldFC	WTAPPLDFC	WtAppldFC	45	45	N	text-center				100		1	01/01/2001
	PYT	PYL_WtAppldSC	I	WtAppldSC	WTAPPLDSC	WtAppldSC	46	46	N	text-center				100		1	01/01/2001
	PYT	PYL_LinkDate	I	LinkDate	LINKDATE	LinkDate	47	47	N	text-center				100		1	01/01/2001
	PYT	PYL_AmtDifPst	I	AmtDifPst	AMTDIFPST	AmtDifPst	48	48	N	text-center				100		1	01/01/2001
	PYT	PYL_PaidDpm	I	PaidDpm	PAIDDPM	PaidDpm	49	49	N	text-center				100		1	01/01/2001
	PYT	PYL_DpmPosted	I	DpmPosted	DPMPOSTED	DpmPosted	50	50	N	text-center				100		1	01/01/2001
	PYT	PYL_ExpVatSum	I	ExpVatSum	EXPVATSUM	ExpVatSum	51	51	N	text-center				100		1	01/01/2001
	PYT	PYL_ExpVatSumF	I	ExpVatSumF	EXPVATSUMF	ExpVatSumF	52	52	N	text-center				100		1	01/01/2001
	PYT	PYL_ExpVatSumS	I	ExpVatSumS	EXPVATSUMS	ExpVatSumS	53	53	N	text-center				100		1	01/01/2001
	PYT	PYL_IsRateDiff	I	IsRateDiff	ISRATEDIFF	IsRateDiff	54	54	N	text-center				100		1	01/01/2001
	PYT	PYL_WtInvCatS	I	WtInvCatS	WTINVCATS	WtInvCatS	55	55	N	text-center				100		1	01/01/2001
	PYT	PYL_WtInvCatSF	I	WtInvCatSF	WTINVCATSF	WtInvCatSF	56	56	N	text-center				100		1	01/01/2001
	PYT	PYL_WtInvCatSS	I	WtInvCatSS	WTINVCATSS	WtInvCatSS	57	57	N	text-center				100		1	01/01/2001
	PYT	PYL_DocTransId	I	DocTransId	DOCTRANSID	DocTransId	58	58	N	text-center				100		1	01/01/2001
	PYT	PYL_MIEntry	I	MIEntry	MIENTRY	MIEntry	59	59	N	text-center				100		1	01/01/2001
	PYT	PYL_OcrCode	I	OcrCode	OCRCODE	OcrCode	60	60	N	text-center				100		1	01/01/2001
	PYT	PYL_OcrCode2	I	OcrCode2	OCRCODE2	OcrCode2	61	61	N	text-center				100		1	01/01/2001
	PYT	PYL_OcrCode3	I	OcrCode3	OCRCODE3	OcrCode3	62	62	N	text-center				100		1	01/01/2001
	PYT	PYL_OcrCode4	I	OcrCode4	OCRCODE4	OcrCode4	63	63	N	text-center				100		1	01/01/2001
	PYT	PYL_OcrCode5	I	OcrCode5	OCRCODE5	OcrCode5	64	64	N	text-center				100		1	01/01/2001
	PYT	PYL_IsSelected	I	IsSelected	ISSELECTED	IsSelected	65	65	N	text-center				100		1	01/01/2001
	PYT	PYL_WTOnHold	I	WTOnHold	WTONHOLD	WTOnHold	66	66	N	text-center				100		1	01/01/2001
	PYT	PYL_WTOnhldPst	I	WTOnhldPst	WTONHLDPST	WTOnhldPst	67	67	N	text-center				100		1	01/01/2001
	PYT	PYL_BaseAbs	I	BaseAbs	BASEABS	BaseAbs	68	68	N	text-center				100		1	01/01/2001
	PYT	PYL_MIType	I	MIType	MITYPE	MIType	69	69	N	text-center				100		1	01/01/2001
	PYT	PYL_IsActive	I	IsActive	ISACTIVE	IsActive	70	70	N	text-center				100		1	01/01/2001
	PYC	PYC_ObjType	I	ObjType	OBJTYPE	ObjType	1	1	N	text-center				100		1	01/01/2001
	PYC	PYC_LineID	I	LineID	#	LineID	2	2	Y	text-center				20		1	01/01/2001
	PYC	PYC_DueDate	I	DueDate	DUEDATE	DueDate	3	3	Y	text-center				100		1	01/01/2001
	PYC	PYC_ManualChk	I	ManualChk	MANUALCHK	ManualChk	4	4	Y	text-center				100		1	01/01/2001
	PYC	PYC_CheckNum	I	CheckNum	CHECK NUM.	CheckNum	5	5	Y	text-center				130		1	01/01/2001
	PYC	PYC_CheckSum	I	CheckSum	CHECK AMT.	CheckSum	6	6	Y	text-center				100		1	01/01/2001
	PYC	PYC_BankId	I	BankId	BANK ID	BankId	7	7	N	text-center				100		1	01/01/2001
	PYC	PYC_BankName	I	BankName	BANK 	BankName	8	8	Y	text-left				180		1	01/01/2001
	PYC	PYC_AccountNo	I	AccountNo	ACCOUNT NO.	AccountNo	9	9	Y	text-center				120		1	01/01/2001
	PYC	PYC_CheckAcct	I	CheckAcct	G/L ACCT.	CheckAcct	10	10	Y	text-center				100		1	01/01/2001
	PYC	PYC_BankCode	I	BankCode	BANK CODE	BankCode	11	11	Y	text-center				100		1	01/01/2001
	PYC	PYC_Branch	I	Branch	BRANCH	Branch	12	12	Y	text-center				200		1	01/01/2001
	PYC	PYC_Details	I	Details	DETAILS	Details	13	13	Y	text-center				250		1	01/01/2001
	PYC	PYC_Trnsfrable	I	Trnsfrable	TRNSFRABLE	Trnsfrable	14	14	N	text-center				100		1	01/01/2001
	PYC	PYC_Currency	I	Currency	CURRENCY	Currency	15	15	N	text-center				100		1	01/01/2001
	PYC	PYC_Flags	I	Flags	FLAGS	Flags	16	16	N	text-center				100		1	01/01/2001
	PYC	PYC_CountryCode	I	CountryCode	COUNTRY	CountryCode	17	17	Y	text-center				100		1	01/01/2001
	PYC	PYC_CheckAbs	I	CheckAbs	CHECKABS	CheckAbs	18	18	N	text-center				100		1	01/01/2001
	PYC	PYC_BnkActKey	I	BnkActKey	BNKACTKEY	BnkActKey	19	19	N	text-center				100		1	01/01/2001
	PYC	PYC_CheckDate	I	CheckDate	CHECK DATE	CheckDate	20	20	N	text-center				100		1	01/01/2001
	PYC	PYC_CheckName	I	CheckName	CHECK NAME	CheckName	21	21	N	text-center				100		1	01/01/2001
	WTAX	WTAX_LineNum	I	LineNum	#	LineNum	1	1	Y	text-center				20		1	01/01/2001
	WTAX	WTAX_WTCode	I	WTCode	CODE	WTCode	2	2	Y	text-center			text-left	100		1	01/01/2001
	WTAX	WTAX_WTName	I	WTName	NAME	WTName	3	2	Y	text-center			text-left readonly-field	250		1	01/01/2001
	WTAX	WTAX_Rate	I	Rate	RATE	Rate	4	3	Y	text-center				100		1	01/01/2001
	WTAX	WTAX_TaxbleAmnt	I	TaxbleAmnt	TAXBLE AMT	TaxbleAmnt	5	4	Y	text-center			text-right	100		1	01/01/2001
	WTAX	WTAX_TxblAmntSC	I	TxblAmntSC	TXBLAMNTSC	TxblAmntSC	6	5	N	text-center				100		1	01/01/2001
	WTAX	WTAX_TxblAmntFC	I	TxblAmntFC	TXBLAMNTFC	TxblAmntFC	7	6	N	text-center				100		1	01/01/2001
	WTAX	WTAX_WTAmnt	I	WTAmnt	WT AMT	WTAmnt	8	7	Y	text-center			text-right	100		1	01/01/2001
	WTAX	WTAX_WTAmntSC	I	WTAmntSC	WTAMNTSC	WTAmntSC	9	8	N	text-center				100		1	01/01/2001
	WTAX	WTAX_WTAmntFC	I	WTAmntFC	WTAMNTFC	WTAmntFC	10	9	N	text-center				100		1	01/01/2001
	WTAX	WTAX_ApplAmnt	I	ApplAmnt	APPLAMNT	ApplAmnt	11	10	N	text-center			text-right	100		1	01/01/2001
	WTAX	WTAX_ApplAmntSC	I	ApplAmntSC	APPLAMNTSC	ApplAmntSC	12	11	N	text-center				100		1	01/01/2001
	WTAX	WTAX_ApplAmntFC	I	ApplAmntFC	APPLAMNTFC	ApplAmntFC	13	12	N	text-center				100		1	01/01/2001
	WTAX	WTAX_Category	I	Category	CATEGORY	Category	14	13	Y	text-center			text-left readonly-field	100		1	01/01/2001
	WTAX	WTAX_Criteria	I	Criteria	CRITERIA	Criteria	15	14	Y	text-center			text-left readonly-field	100		1	01/01/2001
